"gemeente"	"Amsterdamse code"	"begindatum"	"einddatum"	"CBS code"	"CBS code 1966"	"Wageningse code"	"Provincie"	"EGG"	"Corop"	"EUCLIDMIDX"	"EUCLIDMIDY"	"Wagextra"
"Oosterbroek"	11282.00	7/1/1965 0:00:00	2/1/1991 0:00:00	33.00	33.00	1004.00	1.00	3.00	3.00	25381.00	57626.00	
"Oosterend"	10877.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oosterhesselen"	10490.00	7/13/1819 0:00:00	1/1/1998 0:00:00	123.00	123.00	3007.00	3.00	17.00	8.00	24216.00	52737.00	
"Oosterhout"	11280.00	1/1/1812 0:00:00	1/1/2009 0:00:00	826.00	826.00	10100.00	10.00	104.00	33.00	11803.00	40528.00	
"Oosterland"	11237.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1136.00		9069.00	9.00	93.00	32.00	6195.00	40807.00	
"Oostermeer"	11161.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oosterwolde [Fr]"	10836.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oosterwolde [Ge]"	11061.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Oosterzee"	11201.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oostflakkee"	10714.00	1/1/1966 0:00:00	1/1/2009 0:00:00	580.00	580.00	8089.00	8.00	92.00	29.00	8109.00	41090.00	
"Oosthuizen"	11121.00	1/1/1812 0:00:00	8/1/1970 0:00:00	430.00	430.00	7026.00	7.00	56.00	23.00	12763.00	50782.00	
"Oostkapelle"	10720.00	1/1/1812 0:00:00	7/1/1966 0:00:00	1137.00	694.00	9048.00	9.00	96.00	32.00	2721.00	39904.00	
"Oost-Souburg"	11396.00	1/1/1812 0:00:00	1/1/1835 0:00:00	1353.00		9002.00	9.00	95.00		3068.00	38842.00	
"Ooststellingwerf"	10836.00	10/1/1816 0:00:00	1/1/2009 0:00:00	85.00	85.00	2020.00	2.00	9.00	6.00	21344.00	55609.00	
"Oostvoorne"	10009.00	1/1/1812 0:00:00	1/1/1980 0:00:00	581.00	581.00	8165.00	8.00	91.00		6648.00	43555.00	
"Oostzaan"	11303.00	1/1/1812 0:00:00	1/1/2009 0:00:00	431.00	431.00	7074.00	7.00	57.00	23.00	11999.00	49564.00	
"Ootmarsum"	11079.00	1/1/1812 0:00:00	1/1/2001 0:00:00	176.00	176.00	4004.00	4.00	24.00	12.00	25835.00	49220.00	
"Ophemert"	10829.00	1/1/1818 0:00:00	1/1/1978 0:00:00	270.00	270.00	5045.00	5.00	38.00	16.00	15358.00	42929.00	
"Opijnen"	11092.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Oploo"	10110.00	1/1/1812 0:00:00	1/1/1821 0:00:00				10.00					
"Oploo, Sint Anthonis en Ledeacker"	11415.00	1/1/1821 0:00:00	1/1/1994 0:00:00	827.00	827.00	10079.00	10.00	119.00		18738.00	40227.00	
"Opmeer"	10609.00	5/1/1817 0:00:00	1/1/2009 0:00:00	432.00	432.00	7039.00	7.00	54.00	18.00	12509.00	52495.00	
"Opperdoes"	10523.00	5/1/1817 0:00:00	1/1/1979 0:00:00	433.00	433.00	7008.00	7.00	54.00	18.00	13406.00	52962.00	
"Opsterland"	10005.00	10/1/1816 0:00:00	1/1/2009 0:00:00	86.00	86.00	2021.00	2.00	9.00	6.00	20478.00	56226.00	
"Oss"	10834.00	1/1/1812 0:00:00	1/1/2009 0:00:00	828.00	828.00	10131.00	10.00	111.00		16316.00	41945.00	
"Ossendrecht"	10929.00	1/1/1812 0:00:00	1/1/1997 0:00:00	829.00	829.00	10017.00	10.00	102.00	33.00	8148.00	37907.00	
"Ossenisse"	10841.00	1/1/1812 0:00:00	7/1/1936 0:00:00	1138.00		9109.00	9.00	100.00		5655.00	37753.00	
"Oterleek"	10133.00	5/1/1817 0:00:00	8/1/1970 0:00:00	434.00	434.00	7053.00	7.00	56.00	19.00	11735.00	51532.00	
"Otterlo"	11389.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Ottersum"	10862.00	1/1/1812 0:00:00	1/1/1973 0:00:00	955.00	955.00	11087.00	11.00	120.00	37.00	19613.00	41419.00	
"Ottoland"	10097.00	4/1/1817 0:00:00	1/1/1986 0:00:00	582.00	582.00	8111.00	8.00	77.00	30.00	11945.00	43325.00	
"Oud- en Nieuw-Gastel"	11363.00	1/1/1812 0:00:00	1/1/1997 0:00:00	831.00	831.00	10020.00	10.00	102.00	33.00	9189.00	40078.00	
"Oud- en Nieuw-Mathenesse"	11302.00	4/1/1817 0:00:00	1/1/1868 0:00:00	1139.00		8201.00	8.00	84.00		8785.00	43728.00	
"Oud-Alblas"	10826.00	1/1/1812 0:00:00	1/1/1986 0:00:00	583.00	583.00	8128.00	8.00	77.00	30.00	10829.00	43043.00	
"Oud-Beijerland"	11301.00	1/1/1812 0:00:00	1/1/2009 0:00:00	584.00	584.00	8148.00	8.00	90.00	29.00	8726.00	42482.00	
"Ouddorp"	11126.00	1/1/1812 0:00:00	1/1/1966 0:00:00	1142.00		8167.00	8.00	92.00	29.00	5329.00	42560.00	
"Oude en Nieuwe Struiten"	10347.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1356.00		8229.00	8.00	91.00		6933.00	42706.00	
"Oude IJsselstreek"	10260.00	1/1/2005 0:00:00	1/1/2009 0:00:00	1509.00			5.00					
"Oude Niedorp"	10896.00	1/1/1812 0:00:00	8/1/1970 0:00:00	436.00	436.00	7041.00	7.00	53.00	18.00	11963.00	52742.00	
"Oude Pekela"	10848.00	1/1/1812 0:00:00	1/1/1990 0:00:00	38.00	38.00	1002.00	1.00	4.00	1.00	26316.00	56777.00	
"Oude Tonge"	10714.00	1/1/1812 0:00:00	1/1/1966 0:00:00	1143.00	588.00	8177.00	8.00	92.00	29.00	7379.00	41169.00	
"Oudeberkoop"	10386.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oudega"	10472.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oudelande"	11139.00	1/1/1812 0:00:00	1/1/1970 0:00:00	695.00	695.00	9007.00	9.00	97.00	32.00	4697.00	38203.00	
"Oudenbosch"	10397.00	1/1/1812 0:00:00	1/1/1997 0:00:00	830.00	830.00	10025.00	10.00	102.00	33.00	9602.00	40089.00	
"Oudendijk"	11090.00	5/1/1817 0:00:00	1/1/1979 0:00:00	435.00	435.00	7028.00	7.00	54.00	18.00	12723.00	51304.00	
"Oudenhoorn"	10380.00	1/1/1812 0:00:00	1/1/1980 0:00:00	586.00	586.00	8158.00	8.00	91.00		7223.00	42672.00	
"Oudenrijn"	10114.00	1/1/1818 0:00:00	1/1/1954 0:00:00	1144.00		6051.00	6.00	49.00		13289.00	45360.00	
"Ouder-Amstel"	10998.00	1/1/1812 0:00:00	1/1/2009 0:00:00	437.00	437.00	7117.00	7.00	64.00	23.00	12304.00	47912.00	
"Ouderkerk"	10095.00	1/1/1985 0:00:00	1/1/2009 0:00:00	644.00	644.00	8073.00	8.00	75.00		10439.00	43953.00	
"Ouderkerk aan den IJssel"	10095.00	1/1/1812 0:00:00	1/1/1985 0:00:00	587.00	587.00	8073.00	8.00	75.00	29.00	10439.00	43953.00	
"Oudewater"	10188.00	7/1/1970 0:00:00	1/1/2009 0:00:00	589.00	589.00	6093.00	6.00	49.00	17.00	11916.00	44883.00	"x"
"Oudewater"	10188.00	1/1/1812 0:00:00	7/1/1970 0:00:00	589.00	589.00	8001.00	8.00	49.00	17.00	11916.00	44883.00	
"Oudheusden"	10812.00	1/1/1812 0:00:00	5/1/1935 0:00:00	1145.00		10175.00	10.00	110.00		13703.00	41427.00	
"Oudhuizen"	11171.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1357.00		6076.00	6.00	49.00		12315.00	46635.00	
"Oudkarspel"	11051.00	1/1/1812 0:00:00	8/1/1941 0:00:00	1146.00		7043.00	7.00	53.00		11410.00	52462.00	
"Oudorp"	10363.00	5/1/1817 0:00:00	10/1/1972 0:00:00	438.00	438.00	7048.00	7.00	55.00	19.00	11394.00	51565.00	
"Oudshoorn"	11011.00	1/1/1812 0:00:00	1/1/1918 0:00:00	1147.00		8185.00	8.00	72.00		10523.00	46240.00	
"Oud-Valkenburg"	10868.00	1/1/1812 0:00:00	10/1/1940 0:00:00	1140.00		11035.00	11.00	127.00		18627.00	31797.00	
"Oud-Vossemeer"	10134.00	1/1/1812 0:00:00	7/1/1971 0:00:00	696.00	696.00	9077.00	9.00	94.00	32.00	7147.00	39861.00	
"Oud-Vroenhoven"	11348.00	7/18/1839 0:00:00	1/1/1920 0:00:00	1141.00		11122.00	11.00	126.00		17467.00	31793.00	
"Oudwoude"	10353.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Oud-Wulven"	11356.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1355.00		6088.00	6.00	45.00		13793.00	44914.00	
"Oukoop"	11310.00	1/1/1818 0:00:00	8/19/1857 0:00:00	1358.00		8206.00	8.00	74.00		11309.00	44956.00	
"Ouwerkerk"	10968.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1148.00		9068.00	9.00	93.00	32.00	5737.00	40523.00	
"Overasselt"	10952.00	1/1/1812 0:00:00	1/1/1984 0:00:00	271.00	271.00	5028.00	5.00	40.00	15.00	18165.00	42092.00	
"Overbetuwe"	11188.00	1/1/2001 0:00:00	1/1/2009 0:00:00	1734.00			5.00					
"Overschie"	10683.00	1/1/1812 0:00:00	8/1/1941 0:00:00	1149.00		8082.00	8.00	84.00		8900.00	43940.00	
"Overslag"	10730.00	1/1/1812 0:00:00	4/1/1970 0:00:00	697.00	697.00	9005.00	9.00	100.00	31.00	5118.00	35994.00	
"Ovezande"	11422.00	1/1/1812 0:00:00	1/1/1970 0:00:00	698.00	698.00	9027.00	9.00	97.00	32.00	4376.00	38477.00	
"Pannerden"	10518.00	1/1/1818 0:00:00	1/1/1985 0:00:00	272.00	272.00	5064.00	5.00	26.00	15.00	19934.00	43415.00	
"Papekop"	11244.00	1/1/1818 0:00:00	2/1/1964 0:00:00	1151.00		8052.00	8.00	74.00	30.00	11825.00	45098.00	
"Papendrecht"	10427.00	1/1/1812 0:00:00	1/1/2009 0:00:00	590.00	590.00	8131.00	8.00	76.00	30.00	10791.00	42770.00	
"Peize"	10501.00	7/13/1819 0:00:00	1/1/1998 0:00:00	124.00	124.00	3033.00	3.00	14.00	7.00	22942.00	57472.00	
"Pekela"	10848.00	1/1/1990 0:00:00	1/1/2009 0:00:00	765.00	765.00	1002.00	1.00	4.00	1.00	26316.00	56777.00	
"Pernis"	11245.00	1/1/1812 0:00:00	5/1/1934 0:00:00	1152.00		8186.00	8.00	91.00		8553.00	43299.00	
"Petten"	11057.00	5/1/1817 0:00:00	5/1/1929 0:00:00	1153.00		7127.00	7.00	52.00		10619.00	53148.00	
"Peursum"	10391.00	4/1/1817 0:00:00	1/1/1957 0:00:00	1154.00		8113.00	8.00	77.00		12024.00	43127.00	
"Philippine"	10486.00	1/1/1812 0:00:00	4/1/1970 0:00:00	699.00	699.00	9095.00	9.00	99.00	31.00	3862.00	36730.00	
"Piershil"	10179.00	4/1/1817 0:00:00	1/1/1984 0:00:00	591.00	591.00	8151.00	8.00	90.00	29.00	8203.00	42359.00	
"Pijnacker"	10031.00	1/1/1812 0:00:00	1/1/2002 0:00:00	594.00	594.00	8058.00	8.00	83.00	27.00	8988.00	44765.00	
"Pijnacker-Nootdorp"	10031.00	1/1/2002 0:00:00	1/1/2009 0:00:00	1926.00			8.00					
"Poederoijen"	10135.00	1/1/1812 0:00:00	7/1/1955 0:00:00	1155.00		5011.00	5.00	42.00		13425.00	42291.00	
"Pol en Panheel"	10969.00	1/1/1812 0:00:00	1/1/1821 0:00:00				11.00					
"Polsbroek [1]"	10993.00	1/1/1812 0:00:00	1/1/1818 0:00:00				6.00					
"Polsbroek [2]"	10993.00	9/8/1857 0:00:00	1/1/1989 0:00:00	338.00	338.00	6044.00	6.00	49.00	17.00	11923.00	44479.00	
"Poortugaal"	11395.00	1/1/1812 0:00:00	1/1/1985 0:00:00	592.00	592.00	8147.00	8.00	86.00		8548.00	43081.00	
"Poortvliet"	11181.00	1/1/1812 0:00:00	4/1/1971 0:00:00	700.00	700.00	9075.00	9.00	94.00	32.00	6742.00	39779.00	
"Portengen"	10016.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1359.00		6075.00	6.00	49.00		12552.00	46200.00	
"Posterholt"	10456.00	1/1/1812 0:00:00	2/1/1994 0:00:00	956.00	956.00	11072.00	11.00	122.00	38.00	20020.00	34813.00	
"Princenhage"	10762.00	5/8/1819 0:00:00	1/1/1942 0:00:00	1156.00		10029.00	10.00	104.00		10895.00	40012.00	
"Prinsenbeek"	11354.00	1/1/1951 0:00:00	1/1/1997 0:00:00	832.00	832.00	10029.00	10.00	104.00	33.00	10895.00	40012.00	
"Puiflijk"	11265.00	1/1/1812 0:00:00	1/1/1818 0:00:00				5.00					
"Purmerend"	11066.00	1/1/1812 0:00:00	1/1/2009 0:00:00	439.00	439.00	7065.00	7.00	57.00	23.00	12468.00	50198.00	
"Putte"	10099.00	1/1/1812 0:00:00	1/1/1997 0:00:00	833.00	833.00	10018.00	10.00	102.00	33.00	8493.00	37740.00	
"Putten"	11109.00	1/1/1812 0:00:00	1/1/2009 0:00:00	273.00	273.00	5109.00	5.00	32.00	13.00	16811.00	47305.00	
"Puttershoek"	10222.00	1/1/1812 0:00:00	1/1/1984 0:00:00	593.00	593.00	8135.00	8.00	90.00	30.00	9840.00	42383.00	
"Raalte"	10279.00	1/1/1812 0:00:00	1/1/2009 0:00:00	177.00	177.00	4032.00	4.00	22.00	11.00	21697.00	48689.00	
"Raamsdonk"	11391.00	1/1/1812 0:00:00	1/1/1997 0:00:00	834.00	834.00	10105.00	10.00	104.00	33.00	12057.00	41288.00	
"Ransdorp"	10789.00	1/1/1812 0:00:00	1/1/1921 0:00:00	1157.00		7128.00	7.00	63.00		13012.00	49010.00	
"Rauwerd"	10330.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Rauwerderhem"	10330.00	10/1/1816 0:00:00	1/1/1984 0:00:00	87.00	87.00	2028.00	2.00	10.00	5.00	17958.00	56565.00	
"Ravenstein"	10805.00	1/1/1812 0:00:00	1/1/2003 0:00:00	835.00	835.00	10133.00	10.00	111.00		17288.00	42338.00	
"Reek"	10671.00	1/1/1812 0:00:00	7/1/1942 0:00:00	1158.00		10136.00	10.00	111.00		17571.00	41748.00	
"Reeuwijk"	10485.00	1/1/1812 0:00:00	1/1/2009 0:00:00	595.00	595.00	8049.00	8.00	74.00	28.00	10834.00	45050.00	
"Reiderland"	11043.00	7/1/1991 0:00:00	1/1/2009 0:00:00	1661.00			1.00					
"Reimerswaal"	10077.00	1/1/1970 0:00:00	1/1/2009 0:00:00	703.00	703.00	9015.00	9.00	97.00	32.00	6129.00	38908.00	
"Renesse"	10412.00	1/1/1812 0:00:00	1/1/1961 0:00:00	1159.00		9056.00	9.00	93.00	32.00	4195.00	41690.00	
"Rengerskerke en Zuidland"	10109.00	1/1/1812 0:00:00	1/1/1813 0:00:00				9.00					
"Renkum"	11325.00	1/1/1818 0:00:00	1/1/2009 0:00:00	274.00	274.00	5096.00	5.00	36.00	15.00	18261.00	44494.00	
"Renswoude"	10269.00	1/1/1812 0:00:00	1/1/2009 0:00:00	339.00	339.00	6021.00	6.00	43.00	17.00	16440.00	45321.00	
"Retranchement"	10400.00	1/1/1812 0:00:00	4/1/1970 0:00:00	701.00	701.00	9082.00	9.00	98.00	31.00	1570.00	37538.00	
"Reusel"	10162.00	1/1/1812 0:00:00	1/1/1997 0:00:00	836.00	836.00	10049.00	10.00	116.00	36.00	13902.00	37292.00	
"Reusel-De Mierden"	10162.00	1/1/1997 0:00:00	1/1/2009 0:00:00	1667.00			10.00					
"Rheden"	11355.00	1/1/1818 0:00:00	1/1/2009 0:00:00	275.00	275.00	5093.00	5.00	36.00	15.00	20074.00	44929.00	
"Rhenen"	10309.00	1/1/1812 0:00:00	1/1/2009 0:00:00	340.00	340.00	6023.00	6.00	44.00	17.00	16660.00	44364.00	
"Rhijnauwen"	10051.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1360.00		6090.00	6.00	45.00		14026.00	45408.00	
"Rhoon"	10903.00	1/1/1812 0:00:00	1/1/1985 0:00:00	596.00	596.00	8146.00	8.00	86.00		9022.00	42972.00	
"Ridderkerk"	10646.00	1/1/1812 0:00:00	1/1/2009 0:00:00	597.00	597.00	8093.00	8.00	87.00		10047.00	43210.00	
"Riethoven"	10455.00	1/1/1812 0:00:00	1/1/1997 0:00:00	837.00	837.00	10055.00	10.00	116.00	36.00	15454.00	37481.00	
"Rietveld"	10828.00	4/1/1817 0:00:00	2/1/1964 0:00:00	1160.00		8039.00	8.00	73.00	28.00	11702.00	45610.00	
"Rietwijkeroord"	10473.00	5/1/1817 0:00:00	5/31/1854 0:00:00	1361.00		7143.00	7.00	63.00		11499.00	48268.00	
"Rijckholt"	10824.00	1/1/1812 0:00:00	1/1/1943 0:00:00	1165.00		11025.00	11.00	127.00		17982.00	31225.00	
"Rijneveld"	11257.00	1/1/1991 0:00:00	1/1/1993 0:00:00	646.00	646.00		8.00					
"Rijnsaterwoude"	11129.00	1/1/1812 0:00:00	1/1/1991 0:00:00	601.00	601.00	8025.00	8.00	72.00	28.00	10635.00	46781.00	
"Rijnsburg"	11118.00	1/1/1812 0:00:00	1/1/2006 0:00:00	602.00	602.00	8008.00	8.00	69.00	25.00	9069.00	46838.00	
"Rijnwaarden"	10819.00	1/1/1985 0:00:00	1/1/2009 0:00:00	196.00	196.00	5065.00	5.00	26.00	15.00	20421.00	43218.00	
"Rijnwoude"	11257.00	1/1/1993 0:00:00	1/1/2009 0:00:00	1672.00			8.00					
"Rijsbergen"	10866.00	1/1/1812 0:00:00	1/1/1997 0:00:00	841.00	841.00	10028.00	10.00	104.00	33.00	10672.00	39199.00	
"Rijsenburg"	10613.00	1/1/1818 0:00:00	5/1/1931 0:00:00	1166.00		6072.00	6.00	44.00		14661.00	45112.00	
"Rijsoort"	10503.00	1/1/1812 0:00:00	1/1/1846 0:00:00	1362.00		8238.00	8.00	87.00		10023.00	42889.00	
"Rijsoort en Strevelshoek"	10503.00	1/1/1846 0:00:00	9/1/1855 0:00:00	1258.00		8238.00	8.00	87.00		10023.00	42889.00	
"Rijssen"	10358.00	1/1/1812 0:00:00	3/15/2003 0:00:00	178.00	178.00	4040.00	4.00	24.00	12.00	23138.00	47974.00	
"Rijssen-Holten"	10358.00	3/15/2003 0:00:00	1/1/2009 0:00:00	1742.00			4.00					
"Rijswijk [NB]"	11016.00	1/1/1812 0:00:00	1/1/1973 0:00:00	842.00	842.00	10001.00	10.00	105.00	34.00	12776.00	42352.00	
"Rijswijk [ZH]"	11133.00	1/1/1812 0:00:00	1/1/2009 0:00:00	603.00	603.00	8043.00	8.00	80.00	26.00	8266.00	45032.00	
"Rilland"	10479.00	1/1/1816 0:00:00	1/1/1878 0:00:00	1161.00		9020.00	9.00	97.00		6948.00	38176.00	
"Rilland en Bath"	10479.00	1/1/1812 0:00:00	1/1/1816 0:00:00				9.00					
"Rilland-Bath"	10479.00	1/1/1878 0:00:00	1/1/1970 0:00:00	702.00	702.00	9020.00	9.00	97.00		6948.00	38176.00	
"Rimburg"	10020.00	1/1/1812 0:00:00	3/15/1887 0:00:00	1162.00		11126.00	11.00	125.00		20209.00	32610.00	
"Rinsumageest"	11096.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Ritthem"	10652.00	1/1/1812 0:00:00	7/1/1966 0:00:00	1163.00	703.00	9040.00	9.00	96.00		3299.00	38724.00	
"Rockanje"	10464.00	1/1/1812 0:00:00	1/1/1980 0:00:00	598.00	598.00	8166.00	8.00	91.00		6466.00	43281.00	
"Roden"	10699.00	1/1/1812 0:00:00	1/1/1998 0:00:00	125.00	125.00	3034.00	3.00	14.00	7.00	22507.00	57371.00	
"Roerdalen"	10196.00	1/1/1993 0:00:00	1/1/2009 0:00:00	1669.00			11.00					
"Roermond"	11313.00	1/1/1812 0:00:00	1/1/2009 0:00:00	957.00	957.00	11077.00	11.00	122.00	38.00	19654.00	35676.00	
"Roggel"	10505.00	1/1/1812 0:00:00	1/1/1993 0:00:00	958.00	958.00	11109.00	11.00	123.00	38.00	19225.00	36613.00	
"Roggel en Neer"	10505.00	1/1/1993 0:00:00	1/1/2009 0:00:00	1670.00			11.00					
"Rolde"	10470.00	1/1/1812 0:00:00	1/1/1998 0:00:00	126.00	126.00	3023.00	3.00	17.00	7.00	24017.00	55124.00	
"Roordahuizum"	10815.00	1/1/1812 0:00:00	10/1/1816 0:00:00				2.00					
"Roosendaal"	10407.00	1/1/1997 0:00:00	1/1/2009 0:00:00	1674.00			10.00					
"Roosendaal en Nispen"	10407.00	1/1/1812 0:00:00	1/1/1997 0:00:00	838.00	838.00	10019.00	10.00	102.00	33.00	9080.00	39284.00	
"Roosteren"	10954.00	1/1/1812 0:00:00	1/1/1982 0:00:00	959.00	959.00	11066.00	11.00	124.00	39.00	18518.00	34335.00	
"Rosendaal [Ge]"	10684.00	1/1/1818 0:00:00	1/1/1933 0:00:00				5.00					
"Rosmalen"	10970.00	1/1/1812 0:00:00	1/1/1996 0:00:00	839.00	839.00	10122.00	10.00	110.00		15406.00	41561.00	
"Rossum"	10860.00	1/1/1818 0:00:00	1/1/1999 0:00:00	276.00	276.00	5005.00	5.00	42.00	16.00	14961.00	42317.00	
"Rotterdam"	10345.00	1/1/1812 0:00:00	1/1/2009 0:00:00	599.00	599.00	8079.00	8.00	84.00		9346.00	43723.00	
"Roxenisse"	11054.00	4/1/1817 0:00:00	8/19/1857 0:00:00	1363.00		8230.00	8.00	92.00		6207.00	42179.00	
"Rozenburg"	11314.00	1/1/1812 0:00:00	1/1/2009 0:00:00	600.00	600.00	8091.00	8.00	91.00		7520.00	43674.00	
"Rozendaal [Ge]"	10684.00	1/1/1933 0:00:00	1/1/2009 0:00:00	277.00	277.00	5094.00	5.00	36.00	15.00	19509.00	45008.00	
"Rucphen"	11152.00	1/1/1812 0:00:00	1/1/2009 0:00:00	840.00	840.00	10026.00	10.00	102.00	33.00	9755.00	39302.00	
"Ruinen"	10629.00	1/1/1812 0:00:00	1/1/1998 0:00:00	127.00	127.00	3017.00	3.00	17.00	9.00	22405.00	52887.00	
"Ruinerwold"	10944.00	1/1/1812 0:00:00	1/1/1998 0:00:00	128.00	128.00	3003.00	3.00	17.00	9.00	21455.00	52664.00	
"Ruiven"	11009.00	4/1/1817 0:00:00	1/1/1846 0:00:00	1364.00		8239.00	8.00	83.00		8919.00	44641.00	
"Ruurlo"	10879.00	1/1/1812 0:00:00	1/1/2005 0:00:00	278.00	278.00	5083.00	5.00	28.00	14.00	22898.00	45235.00	
"Ruwiel"	10526.00	1/1/1818 0:00:00	4/1/1964 0:00:00	1164.00		6001.00	6.00	48.00	17.00	12587.00	46410.00	
"Sambeek"	10339.00	1/1/1812 0:00:00	5/1/1942 0:00:00	1167.00		10081.00	10.00	119.00		19150.00	40225.00	
"Sandelingen Ambacht"	11328.00	4/1/1817 0:00:00	9/1/1855 0:00:00	1365.00		8240.00	8.00	87.00		10171.00	42857.00	
"Sappemeer"	10080.00	1/1/1812 0:00:00	4/1/1949 0:00:00	1168.00		1005.00	1.00	4.00		24914.00	57536.00	
"Sas van Gent"	11405.00	1/1/1812 0:00:00	1/1/2003 0:00:00	704.00	704.00	9096.00	9.00	99.00	31.00	4418.00	36273.00	
"Sassenheim"	10612.00	1/1/1812 0:00:00	1/1/2006 0:00:00	604.00	604.00	8015.00	8.00	68.00	25.00	9525.00	47012.00	
"Schaesberg"	11335.00	1/1/1812 0:00:00	1/1/1982 0:00:00	960.00	960.00	11016.00	11.00	125.00	39.00	19876.00	32246.00	
"Schagen"	10511.00	1/1/1812 0:00:00	1/1/2009 0:00:00	441.00	441.00	7090.00	7.00	53.00	18.00	11448.00	53298.00	
"Schaijk"	10276.00	1/1/1812 0:00:00	1/1/1994 0:00:00	843.00	843.00	10135.00	10.00	111.00		17123.00	41626.00	
"Schalkwijk"	10378.00	1/1/1812 0:00:00	1/1/1962 0:00:00	1169.00		6029.00	6.00	45.00	17.00	14099.00	44485.00	
"Schardam"	10414.00	5/1/1817 0:00:00	5/31/1854 0:00:00	1366.00		7137.00	7.00	57.00		12970.00	51252.00	
"Scharsterland"	10022.00	1/1/1984 0:00:00	3/1/1985 0:00:00	139.00	139.00	2048.00	2.00	10.00	6.00			
"Scharwoude [bij Hoorn]"	11254.00	5/1/1817 0:00:00	5/31/1854 0:00:00	1367.00		7136.00	7.00	57.00		12933.00	51482.00	
"Scharwoude [Langendijk]"	10159.00	1/1/1812 0:00:00	5/1/1817 0:00:00				7.00					
"Scheemda"	10711.00	1/1/1812 0:00:00	1/1/2009 0:00:00	39.00	39.00	1019.00	1.00	3.00	1.00	26041.00	57738.00	
"Schellingwoude"	10651.00	5/1/1817 0:00:00	9/8/1857 0:00:00	1368.00		7139.00	7.00	63.00		12655.00	48895.00	
"Schellinkhout"	10772.00	1/1/1812 0:00:00	8/1/1970 0:00:00	442.00	442.00	7030.00	7.00	54.00	18.00	13696.00	51657.00	
"Schelluinen"	11399.00	4/1/1817 0:00:00	1/1/1986 0:00:00	605.00	605.00	8002.00	8.00	77.00	30.00	12359.00	42923.00	
"Schermer"	10308.00	8/1/1970 0:00:00	1/1/2009 0:00:00	458.00	458.00	7118.00	7.00	65.00	24.00	13045.00	47831.00	
"Schermerhorn"	10308.00	1/1/1812 0:00:00	8/1/1970 0:00:00	443.00	443.00	7049.00	7.00	56.00	19.00	11990.00	51259.00	
"Scherpenisse"	10375.00	1/1/1812 0:00:00	4/1/1971 0:00:00	705.00	705.00	9076.00	9.00	94.00	32.00	6513.00	39579.00	
"Scherpenzeel"	11146.00	1/1/1812 0:00:00	1/1/2009 0:00:00	279.00	279.00	5112.00	5.00	31.00	13.00	16291.00	45589.00	
"Schiebroek"	11306.00	4/1/1817 0:00:00	8/1/1941 0:00:00	1170.00		8081.00	8.00	84.00		9179.00	44190.00	
"Schiedam"	11260.00	1/1/1812 0:00:00	1/1/2009 0:00:00	606.00	606.00	8084.00	8.00	85.00		8594.00	43640.00	
"Schiermonnikoog"	10355.00	1/1/1812 0:00:00	1/1/2009 0:00:00	88.00	88.00	2042.00	2.00	13.00	4.00	21074.00	61009.00	
"Schijndel"	11178.00	1/1/1812 0:00:00	1/1/2009 0:00:00	844.00	844.00	10125.00	10.00	112.00		15812.00	40401.00	
"Schimmert"	11076.00	1/1/1812 0:00:00	1/1/1982 0:00:00	961.00	961.00	11047.00	11.00	124.00	39.00	18530.00	32387.00	
"Schin op Geul"	10780.00	1/1/1812 0:00:00	10/1/1940 0:00:00	1171.00		11036.00	11.00	127.00		18887.00	31922.00	
"Schinnen"	10132.00	1/1/1812 0:00:00	1/1/2009 0:00:00	962.00	962.00	11054.00	11.00	124.00	39.00	18951.00	32916.00	
"Schinveld"	10492.00	1/1/1812 0:00:00	1/1/1982 0:00:00	963.00	963.00	11012.00	11.00	125.00	39.00	19733.00	33052.00	
"Schipluiden"	10130.00	1/1/1812 0:00:00	1/1/2004 0:00:00	607.00	607.00	8056.00	8.00	81.00	27.00	8062.00	44337.00	
"Schokland"	11189.00	1/1/1812 0:00:00	7/10/1859 0:00:00	1369.00		4062.00	4.00	25.00		18138.00	51672.00	
"Schonauwen"	11098.00	1/1/1818 0:00:00	9/8/1857 0:00:00	1370.00		6089.00	6.00	45.00		13920.00	44712.00	
